,floorTempAdjustment,hInterior,hExterior,alphaRoof,material_type,windSpeed,wallRoughness
0,-4.151563245246183,2.001253381583438,11.21735723673713,0.843407845231292,Medium,3.322042455323831,1.8649052543425453
1,-4.966065156785137,1.9342509790036928,4.409395712688919,0.773652423148195,Medium,1.496869952236048,1.2318002392761653
2,-3.7289206181068444,1.5425509798773969,9.089012456461578,0.7909297062691584,Heavy,3.2641730198293466,1.5010940285374597
3,-3.8204188416180025,1.0885199774836438,2.736809773518745,0.7918740769503094,Medium,0.12905643262766398,1.1205279403469843
4,-3.568808556029985,2.5202888725205312,7.330294018384069,0.6768105331633876,Light,2.765832937809116,1.3405657683592564
5,-4.2514696298557055,2.860142401992353,16.07761313646103,0.8253905902390067,Medium,4.905152129267363,2.0839935022952667
6,-4.128943887215936,2.8550539278789206,3.3718537241204123,0.8967082148201477,Medium,0.4929535581094884,2.1338590561607798
7,-4.965119111105196,1.7600512276596632,6.377258387886541,0.8862547750639318,Medium,1.9193294721331398,1.5910771585923686
8,-3.9796508573610794,2.0895888335687074,3.7396803953037407,0.7039085534112264,Light,0.7338044610849053,1.6583309890238929
9,-4.806406918291965,1.9312143965069628,4.8451697837688865,0.7139091564472259,Heavy,1.29057402931989,1.6099983856891273
10,-4.3649686728097565,1.578108531070007,1.5133470189733977,0.6647473427148911,Heavy,0.07350227194793835,2.059172280289244
11,-3.6548660763421816,1.851876765261763,6.425124305953139,0.7263227350916532,Light,2.17893235777897,1.4297147753896078
12,-3.8781065444889746,1.5207976902732316,5.70460768608924,0.7301344974076711,Light,1.6713058172317674,1.5832442579838566
13,-3.638345555229582,2.5859881819432324,15.294738566228535,0.6301447976643496,Medium,4.779604552900713,1.9431808438430087
14,-4.62548872872437,1.6645547250483466,16.22106746795851,0.8949615246592375,Heavy,5.172007032578483,1.9832545645785702
15,-4.128729772155722,1.8260132135166993,16.9893074388863,0.6196100134834273,Heavy,5.31337903118542,2.0246548221112026
16,-3.9375259697375786,1.2139300723003104,7.690131259156133,0.8859196773734359,Medium,2.834125578910365,1.3945413690313924
17,-4.8878166663126486,2.8730288940224558,10.64200767404173,0.6084825164117545,Medium,4.262998217553238,1.42717132712363
18,-4.831775407295587,1.523744966669002,8.568458352584027,0.6078886697643291,Medium,2.1678387141091675,2.1645793883098383
19,-3.577828020262148,1.1648052653923284,3.3761016685814185,0.6870848511803945,Medium,0.737593152889672,1.616455270903159
20,-4.646128757661259,1.6474100818607125,11.642422614527764,0.659360555837081,Light,4.559508799620939,1.5015020198413613
21,-4.243988730515442,1.7273394776493132,13.920493814768156,0.7788248139994914,Light,4.483232905955376,1.8168918951169872
22,-4.2145688430442485,2.942707918438404,14.60794890198394,0.6487903392101991,Light,4.5710315009605145,1.923867962545234
23,-3.846357832362701,1.2517965006980163,9.54320918446378,0.7697551532816566,Heavy,4.005672256499964,1.3182369187167686
24,-4.300854451949085,1.1153775943439617,17.0379794356281,0.6459243844741127,Light,4.931959054395678,2.151859814097975
25,-4.163633085754163,2.6090371261712564,16.790604436004628,0.7502199221491332,Light,5.693596041380221,1.8764118141648245
26,-3.8166091808162395,1.076690391338929,11.642109048519886,0.6743867553387729,Medium,3.379173309453051,2.0204049577753382
27,-4.506980418911327,1.6055450792121577,13.980477548291024,0.8018260693553725,Heavy,4.766144643881974,1.7876301083609438
28,-4.862211380290101,2.1869242036993946,13.32686002999687,0.830152497633519,Medium,4.247640730682662,1.9193011943637632
29,-4.570122399048034,2.654841619892194,12.880063331984486,0.7790157012520826,Medium,3.6586811031448288,1.9861393764820017
30,-4.143846439416369,2.824911569955958,15.029325311229492,0.7689532655744833,Heavy,5.193906436671847,1.821041804173441
31,-4.1247691695521596,1.6253603241721504,6.701239066196079,0.674491509580882,Light,1.6504131039837355,2.028792329458729
32,-3.9812535045749806,2.893067069181741,14.4626006604588,0.6888444006164579,Medium,4.16816144657162,2.152687961649561
33,-4.400317568555284,2.7906145797306583,3.088576889402056,0.6594988993988035,Light,0.7489492619555869,1.142990074338715
34,-3.956347275736187,2.0134120000508364,3.9734050563569485,0.6254824043420101,Light,1.022948458343954,1.3527546277501346
35,-4.645515087444207,2.48527988848587,6.557778558793775,0.7306679336802304,Light,2.303295131463662,1.3630661572425142
36,-4.790026662403085,1.5519433871181298,18.694386186648227,0.6655359282811388,Heavy,5.809514034896147,2.1064675410278353
37,-4.407773798414433,2.0790869972163195,13.5849552137544,0.8740956626189125,Medium,5.352506025835391,1.5648239411006402
38,-3.5731884622625283,1.9443775877288254,15.396482239253588,0.7461907565070026,Light,5.657165034441442,1.73050482730296
39,-3.646824313899306,1.5004889925356433,13.09259666173693,0.6130918726857904,Medium,4.082569239095085,1.9321888627525088
40,-3.649967012164847,2.865534935826135,2.6671800383067112,0.6229157935355344,Heavy,0.6386740426876181,1.4810598377012147
41,-4.020030677789176,2.9860678853923295,3.6713830335080733,0.7808712444626112,Light,0.5363596265287367,1.8085589026133642
42,-4.661856544296247,2.642189083170295,3.8721908690321554,0.834743453903411,Medium,0.741780211155356,1.801213315826153
43,-4.173632836506801,1.0769686967063745,10.451468206753514,0.651909471100633,Heavy,4.373839961044459,1.35042562528066
44,-4.891797801236827,1.3159976183140174,4.966530893684872,0.6982471547589273,Heavy,1.3508224049192197,1.6416494524893546
45,-4.094510817293879,2.139172610920571,1.1295784697001636,0.8084366286817233,Heavy,0.06080610116628682,1.5015227626397025
46,-4.8325389133408025,2.379878785870948,3.7751493630124746,0.7227349698403469,Medium,0.8696293710113645,1.1818903315333649
47,-3.719659173626729,1.1230101935640857,11.71099879849051,0.6133927084355925,Medium,3.193352477617305,2.090161578852553
48,-3.8444051932525625,1.2214937165909883,6.107892480274123,0.7552698757596715,Light,1.3876102931973096,2.0728297646986187
49,-4.298814908251384,2.0970726403063216,13.330513744871714,0.6745758204873815,Heavy,5.064940306472893,1.615918877596012
50,-4.828038353753923,2.4490054032409887,9.368537908421924,0.6280056177776958,Light,3.7543530318383795,1.3703048411008476
51,-4.8212888968665215,1.7688276431623302,8.956744168285445,0.8694880842154797,Light,2.5151502798361864,1.8864942731035423
52,-3.910261671063514,1.883714312806866,7.029837996019975,0.7543542936538252,Light,2.7727517892648432,1.273418404468239
53,-3.974739122955443,1.1292112372446899,9.844083392111251,0.7926549517638004,Light,3.3877426504893355,1.5989696225940448
54,-4.355262553341859,1.924679282167734,2.1190363134260526,0.6162581728965535,Medium,0.41089319958018344,1.320676778015928
55,-3.634976339078674,2.852295121731998,5.435501639870147,0.7372810533087027,Medium,1.3123421554188703,1.8482727423697485
