,floorTempAdjustment,hInterior,hExterior,alphaRoof,material_type,windSpeed,wallRoughness
0,-3.4812109977037435,1.0279869908302566,1.769238013310689,0.7305512369199794,Light,0.0369906636342161,1.5284176764124942
1,-3.3948319770420166,2.583749114660574,17.829121746579194,0.8568190531236162,Light,5.326816895383965,2.1288648915731745
2,-2.7610327502397474,1.9471243400782765,2.9715596859959503,0.842989224976702,Medium,0.1204529737717599,1.3035721329322487
3,-1.876235388583016,1.835137672916316,8.075970243229913,0.7141297014463948,Medium,2.050852324824839,2.0971181082584662
4,-1.6574743335001694,1.7437953076975856,13.956509321730048,0.8848580013493593,Light,3.92174340980115,2.0337075376367766
5,-1.5382874876256991,2.119411208158734,7.519247737069602,0.7353350818542322,Light,2.438104906752444,1.5750453752586742
6,-3.4391314889346116,1.38062352023156,14.413198453064245,0.7517943568922358,Medium,5.152571712359007,1.7350923644992688
7,-1.9239725850522402,2.6946212152699136,11.7722291434259,0.8803905812202842,Heavy,3.310299539073792,2.1008791031805574
8,-1.8140870953334571,1.1222123913638236,9.766990195680343,0.7688843745615774,Heavy,3.0861695571393355,1.7140099813255314
9,-3.132261247613887,2.436734907580199,8.592715738354542,0.8428280501282192,Medium,2.8475327046591437,1.57857224522067
10,-2.915778173094934,1.7750339242611555,12.092821030588771,0.609556540863062,Heavy,3.6057615639122034,1.993642262676299
11,-3.349751741569351,1.1969177577991086,9.6742911713892,0.7310731165397524,Heavy,2.738263812560059,1.9639578482827305
12,-1.963844226554353,1.8670663948020687,6.459759311204353,0.6310643666786097,Heavy,2.682835698967666,1.1852977193976515
13,-2.6918850316462404,1.0055449637078615,11.54543399276054,0.8954843434007764,Medium,5.828986128549044,1.1811760212878148
14,-3.2619330138227087,1.812107564718726,8.58260369537982,0.8883710171677546,Heavy,2.564625771404751,1.754903410806786
15,-1.993617361443996,1.094966888704004,8.234378326857641,0.8415889969674676,Heavy,3.8751099046111026,1.1183397931907368
16,-2.2842098360549743,2.3860087422990386,11.879740189086863,0.8408475102242969,Heavy,3.2490343748163286,2.1677086231695255
17,-2.802582692690909,1.595944436729638,9.488775365490898,0.6435965495068776,Medium,2.6976790711852425,1.8776538103187992
18,-2.788010391273348,2.392004553556713,1.9425655992267676,0.8493592629693687,Heavy,0.22658052506500503,1.6814889676618185
19,-1.9530800309455785,1.5960807903145262,11.888676439335146,0.6654915961941634,Medium,5.482583019316762,1.287451551392103
20,-2.4297117322075064,2.4714094679148406,1.7478125534992175,0.8189287463822718,Light,0.2678826970906911,1.50322379305182
21,-1.9762969184532866,2.4939993315139213,13.567731492269889,0.8740097452496627,Medium,4.442274167006853,1.84908254509278
22,-2.3372873940126317,1.5480468786979986,5.512156236851558,0.641076348339705,Medium,1.4738690035198116,1.7299971587627985
23,-3.0728482281345433,2.642072652475289,12.666243640396873,0.8917659155304102,Light,4.502515785571561,1.67488080405664
24,-3.027461781807229,1.5756270809460935,2.7342959415346497,0.8932069581890085,Light,0.23601824130083648,2.1309963658573947
25,-2.49824735442418,1.8430183279501713,1.5839029594094063,0.8600032965089583,Heavy,0.13049163074556547,1.2095327681723462
26,-3.2620407142410537,2.8281008634344333,14.272455275996899,0.7186902163726647,Medium,4.889107151890064,1.7648354761035154
27,-1.9738514460928278,2.2445771418377483,10.55490462798772,0.7410630913113931,Heavy,4.420941681878589,1.3625830631560805
28,-2.98317409194497,2.3493404504675417,10.977194735905652,0.7581317407047079,Medium,3.5437526108612336,1.7415006420616341
29,-3.0865092498512214,2.8783095352379204,11.84296219570075,0.7269718909077784,Heavy,4.227490270886143,1.6500361529398289
30,-2.416610994297674,1.5882253621138938,10.384459060491888,0.8344623521858445,Medium,3.3967126999636736,1.7426666463323057
31,-3.267375161644888,1.3759202898462408,2.714193433422418,0.799594763230441,Heavy,0.4738161744240066,1.7595237990301054
32,-1.9004727755296358,2.431929656058979,9.017599454666803,0.67232505213774,Medium,3.5856305459716276,1.3645303709865813
33,-2.9509204185546,1.4409049100760016,10.485460878268379,0.8339067292571327,Light,4.744032001212491,1.266521720908827
34,-2.2847799452358055,1.75159164167624,10.978300152166444,0.6171650168132372,Medium,3.0321372487314537,2.0873823067728976
35,-3.1268995215512057,2.567339896625512,10.96955870965185,0.7401102147276544,Medium,3.731685161337828,1.639320172362746
36,-2.2113733692226494,2.7328581303413912,6.921227268721756,0.8676638137779138,Heavy,1.826252843014618,1.876051490762747
37,-2.55380846909914,1.1859255033870504,3.9486642936228877,0.6897344766955019,Medium,0.7500790120513336,1.4613040312993102
38,-3.128298794685577,1.2734153629197869,3.0562450210979035,0.8194332874319226,Light,0.15215101996194513,1.4893824102838331
39,-2.2704476166455314,2.5297980719866278,10.14440104991239,0.8910649462441269,Light,3.300049886716473,1.7377431019177714
40,-2.3675599636036595,2.924128852876441,14.212227548712029,0.7935345988861893,Medium,5.0286730928762085,1.7495167699250973
41,-2.40235470835301,1.1965347609084565,17.37813354494164,0.6394133371836338,Medium,5.140602924288274,2.054827664431789
42,-2.8476290573102303,2.7063216706174114,6.351259186350516,0.7263466501558516,Light,1.431044167317,2.1666761670592383
43,-1.5860236007601778,2.8361821008393022,7.156089704088531,0.6120145632282233,Heavy,2.1573372607528096,1.670840142884139
